CompanyId,PersianYear,Return,Beta,DPR,Cash to total assets ratio,Current ratio,Quick Ratio,Debt to equity ratio,Equity Ratio,DuPont Ratio,Gross profit margin,Operating profit margin,Net profit margin,Return on assets,Return on equity,Return on investment,Sales growth rate,Current debt to total debt Ratio,Net working capital,Cost to sales ratio,Sale to current assets,Capital to sales ratio,Operating cash flow to sales,Cash flow returns to sales,Profit margin before interest and taxes,Net return on working capital
107,1393,7.48,-0.15,0.86,21.01,1.81,1.28,1.83,2.83,35.29,30.48,24.47,14.88,20.76,63.22,24.06,14.45,66.85,1958659,5.95,1.75,3.26,3.26,16.21,26.9,64.92
108,1393,16.18,0.51,0.87,2.39,1.29,0.4,2.54,3.54,28.23,36.69,33.84,25.69,20.53,70.75,24.15,-2.09,79.63,3873329,3.61,1,5.63,5.63,15.2,41.25,151.29
112,1393,16.94,0.63,0.96,58.77,1.82,1.22,0.52,1.52,65.62,57.09,53.46,49.08,45.92,65.02,52.93,9.67,88.61,255725,3.63,1.57,23.6,23.6,54.23,61.55,140.52
115,1393,-9.68,-0.85,1.01,3.05,1,0.72,3.04,4.04,24.73,15.72,1.94,1.78,3.75,13.9,6.37,-5.18,93.8,379,12.5,2.89,8.99,8.99,9.94,3.35,55.4
116,1393,8.49,0.51,0.98,26.66,2.41,1.91,0.56,1.56,64.07,61.01,46.98,53.71,46.66,71.08,63.88,-7.2,87.16,6995919,13.82,1.11,7.54,7.54,47.12,53.73,101.83
118,1393,-34.11,0.73,0.92,5.81,1.15,0.47,1.24,2.24,44.72,21.39,15.81,14.86,21.37,44.28,37.69,-9.91,90.65,1373549,7.4,2.49,4.48,4.48,8.97,16.92,139.52
119,1393,-28.57,0.57,0.31,4.81,1.06,0.82,3.18,4.18,23.93,12.52,8.36,3.28,4.92,21.66,5.72,13.91,70.94,16453,4.12,2.5,10.33,10.33,4.01,8.57,413.72
121,1393,-30.63,0.43,1.19,2.77,0.46,0.33,2.08,3.08,32.5,46.79,32.22,33.56,11.22,36.88,13.25,10.31,60.57,-6177303,14.55,1.68,28.46,28.46,49.36,39.14,-49.84
129,1393,-41.28,1.1,0,12.82,1.17,0.84,4.28,5.28,18.94,15.79,10.42,-1.26,-1.06,-5.68,-1.24,-18.2,96.23,76161,4.26,0.9,7.3,7.3,13.27,12.97,-9.4
131,1393,-1.68,0.87,0.86,1.25,1.78,1.21,0.97,1.97,50.78,54.99,51.07,38.21,27.05,51.67,30.51,22.55,97.86,1179678,3.55,0.84,16.69,16.69,6.8,51.71,72.74
132,1393,18.77,0.07,0.94,1.4,1.18,0.85,3.64,4.64,21.57,41.57,36.3,16.34,15.03,64.89,16.9,28.26,98.89,274376,5.06,0.87,5.13,5.13,1.8,36.18,105.41
133,1393,-1.9,1.11,0.73,0.35,1.47,0.82,1.35,2.35,42.63,44.75,37.24,34.79,26.68,58.27,35.8,12.01,97.56,405360,6.52,0.82,23.01,23.01,14.28,48.37,97.29
134,1393,39.13,0.08,0.98,1.22,1.5,0.95,1.84,2.84,35.22,49.69,40.68,31.22,24.55,66.41,28.53,22.2,97.63,907134,9.37,0.74,10.23,10.23,10.1,50.37,74.74
135,1393,-36.51,0.38,0.51,4.56,1.14,0.71,3.03,4.03,24.84,19.74,14.67,11.48,5.2,19.98,6.56,16.24,61.13,102545,4.11,0.83,32.48,32.48,-2.18,16.62,51.87
137,1393,37.4,0.09,0.79,1,1.45,1.08,1.21,2.21,45.32,53.51,49.18,34.48,29.53,64.9,36.11,35.53,97.3,571844,6.94,0.95,14.26,14.26,15.97,48.93,130.67
139,1393,-11.09,1.3,0.16,3.3,1.33,1.05,1.11,2.11,47.4,17.45,13.83,8.61,6.29,13.23,5.66,52.38,97.87,222665,3.75,0.86,23.5,23.5,-20.76,21.79,32.5
141,1393,2.94,0.31,0.74,1.25,1.07,0.87,4.43,5.43,18.4,38.78,35.36,14.19,11.92,61.59,11.66,28.66,95.83,69536,4.47,0.86,11.11,11.11,-1.18,35.66,227.33
143,1393,-12.35,0.24,0.9,1.88,1.28,1.01,1.95,2.95,33.95,73.81,68.04,52.77,27.41,72.89,32.69,32.52,98.59,400952,5.88,0.73,5.19,5.19,2.79,69.48,115.92
144,1393,-15.68,0.35,0.96,1.48,1.32,0.91,2.15,3.15,31.72,34.05,27.53,21.75,14.26,40.14,16.42,17.54,98.53,918936,6.17,0.63,12.55,12.55,-5.49,38.39,54.26
145,1393,36.23,0.62,0.38,5.56,1.48,0.84,0.96,1.96,51.14,43.95,39.16,23.59,17.34,37.16,16.51,36.39,94.99,356346,4.92,0.88,59.92,59.92,15.69,40.96,72.81
146,1393,-6.53,0.08,0.87,18.99,2.52,1.42,0.92,1.92,52.18,51.1,48.1,35.42,32.11,59.93,38.18,18.78,69.27,804014,4.27,1.03,14.64,14.64,41.08,48.57,60.42
147,1393,13.73,0.55,0.92,1.8,2.09,1.49,0.78,1.78,56.18,51.16,42.97,30.6,33.45,59.69,41.46,28.58,97.2,1006842,8.24,1.11,14,14,26.42,43.2,70.72
150,1393,45.56,0.22,0.7,5.27,2.69,2.29,0.42,1.42,70.29,55.35,49.96,37.77,34.05,50.53,39.98,22.82,91.89,346248,5.71,1.17,31.06,31.06,46.3,53.11,82.66
151,1393,-58.39,0.45,2.16,1.74,1.08,0.81,7.3,8.3,12.04,30.56,24.07,1.18,1,6.87,1.35,-17.02,99.69,246209,7.97,0.93,5.1,5.1,34.82,24.55,11.1
152,1393,65.73,-0.05,0.89,2.15,1.21,0.82,2.93,3.93,25.43,42.9,39.21,19.72,18.43,72,23.08,33.38,99.39,485379,3.05,0.97,2.92,2.92,27.25,39.5,122.46
155,1393,-43.68,0.07,0.88,0.85,1.03,0.68,4.65,5.65,17.69,40.11,36.65,10.39,6.51,31.57,7.62,-8.08,96.97,131952,3.96,0.71,14.13,14.13,20.38,36.95,116.38
156,1393,-17.13,0.24,1.21,1.55,1.7,0.91,1.15,2.15,46.61,41.49,37.22,30.3,26.29,53.8,39.1,5.08,95.25,525383,5.81,0.96,9.79,9.79,-4.47,37.72,70.82
157,1393,-7.83,0.06,1.13,2.01,1.24,0.78,2.51,3.51,28.48,24.81,21.44,10.17,10.3,33.62,13.36,13.91,97.31,131964,4.02,1.1,11.46,11.46,9.84,21.86,54.09
159,1393,3.44,0.1,0.11,4.31,0.96,0.61,2.23,3.23,30.94,38.55,31.32,13.52,7.8,19.98,7.16,26.04,62.97,-25485,6.87,1.04,40.92,40.92,15.64,33.38,99.46
168,1393,-25.64,1.31,0.66,1.6,1.13,0.75,1.34,2.34,42.71,11.8,6.33,5.8,4.35,9.97,7.71,-27.02,92.68,89206,4.01,1.24,25.36,25.36,11.75,9.65,51.08
169,1393,-18.54,1.03,1.56,1.92,1.08,0.48,2.32,3.32,30.16,8.69,5.01,1.66,2.45,6.1,3.97,-22.36,88.12,25212,2.82,2.07,16.53,16.53,9.35,5.43,19.31
175,1393,55.17,2.03,0,15.05,1.1,0.32,40.14,41.14,2.43,15.75,-0.91,-14.39,-11.34,-358.28,-16.6,-57.7,62.58,61397,11.21,1.14,18.45,18.45,17.96,-0.03,-1120
178,1393,64,0.22,0.81,14.01,1.78,0.82,0.98,1.98,50.4,29.81,27.54,23.42,30.17,62.9,38.02,3.9,70.44,2155821,2.82,1.86,9.08,9.08,29.98,31.37,106.01
179,1393,14.29,0.48,1.01,3.56,1.23,0.84,2.87,3.87,25.81,28.38,23.92,9.4,9.42,34.66,10.29,-2.04,98.06,366878,4.86,0.96,4.21,4.21,1.34,24.27,56.45
182,1393,-41.61,1.37,0.8,5.46,2.77,1.85,0.37,1.37,73.07,44.57,35.6,28.68,11.16,14.41,14.65,-23.41,99.12,-383936,5.36,0.51,45.91,45.91,15.67,35.99,-22.01
186,1393,-25.66,1.82,0,5.2,1.05,0.76,2.87,3.87,25.83,12.12,3.51,0.04,0.07,0.26,0.1,74.71,64.73,25681,7.3,3.33,22.49,22.49,3.1,3.64,-6.45
187,1393,-7.71,1.62,0,3.35,1.31,0.54,1.04,2.04,49.03,10.12,4.32,-0.32,-0.38,-0.74,-0.52,-11.59,94.18,18019,6.16,1.95,22.93,22.93,10.2,5.12,-1.9
192,1393,-13.66,0.54,1.11,19.23,1.85,1.03,1.14,2.14,46.75,24.98,17.9,15.84,18.56,38.75,24.63,4.02,69.85,128102,7.08,1.65,14.61,14.61,14.49,20.22,58.96
193,1393,-30.51,1.59,0.63,1.26,0.71,0.19,4.27,5.27,18.99,32.33,23.42,11.04,5.9,24.06,8.82,2.93,70.12,-156150,7.22,1.3,26.62,26.62,28.92,21.52,-91.06
196,1393,-27.66,1.42,0,7.67,0.99,0.55,17.15,18.15,5.51,0.65,-8.02,-13.01,-14.38,-102.61,-41.61,36.9,89.36,-2942,9.08,1.41,23.55,23.55,6.9,-7.21,-106.87
200,1393,-43.12,1.34,0.94,9.43,1.61,0.73,1.12,2.12,47.07,41.73,37.24,30.44,27.9,54.35,50.91,-23.6,94.71,331460,7.88,1.09,14.31,14.31,31.85,38.36,71.72
201,1393,225.58,0.74,0.37,6,1.06,0.59,0.89,1.89,52.8,57.31,25.76,96.25,14.26,22.99,12.17,-48.29,33.37,8379,13.32,0.7,232.89,232.89,3,111.97,257.06
202,1393,-46.55,1.5,0.1,2.8,1.24,1.02,2.87,3.87,25.81,50.09,44.88,31.07,15.59,61.52,20.82,-15.3,83.91,96174,5.21,0.69,12.43,12.43,-0.88,46.13,92.69
204,1393,-27.89,1.81,0.87,3.65,1.67,0.68,1.21,2.21,45.24,8.4,1.55,1.59,1.32,2.63,1.97,-5.67,75.89,216150,9.8,1.21,23.09,23.09,3.16,5.01,4.13
208,1393,-35.44,-0.13,1.06,2.5,1.01,0.41,2.09,3.09,32.36,20.89,9.46,8.79,5.15,14.64,8.43,0.31,97.8,4846,11.96,0.85,42.21,42.21,13.05,15.65,407.71
209,1393,-20.58,0.37,0.9,1.12,1.57,0.53,1.8,2.8,35.75,35.87,26.63,17.45,20.99,55.59,33.18,1.12,79.02,166225,7.08,1.47,13.09,13.09,22.9,26.55,66.42
210,1393,-58.86,-0.43,0,6.31,1.01,0.31,4.62,5.62,17.78,4.62,6.08,-3.43,-1.7,-8.24,-3.28,31.92,93.85,11601,5.89,0.58,37.91,37.91,24.11,6.81,-39.69
211,1393,-35.19,-0.24,1.1,3.17,1.62,0.82,1.16,2.16,46.24,22.5,18.25,10.11,8.72,18.44,12.28,22.85,96.34,422476,5.46,0.98,37,37,8.01,18.58,27.49
212,1393,-43.65,0.05,0.94,4.19,1.08,0.29,1.12,2.12,47.23,40.37,31.22,26.11,24.4,50.6,39.16,-10.51,91.51,58106,9.18,1.76,15.86,15.86,25.1,34.62,300.78
213,1393,27.04,1.18,0.06,3.71,0.93,0.41,1.14,2.14,46.73,24.76,19.54,13.38,10.07,26.21,10.06,15.69,93.47,-23910,5.45,1.22,80.33,80.33,0.76,22.42,-315.68
215,1393,-44.36,1.27,0.73,10.36,0.67,0.36,1.25,2.25,44.48,39.02,35.5,35.89,13.04,26.9,15.41,1.19,74.33,-1169421,3.18,1.44,51.35,51.35,10.78,42.38,-125.85
218,1393,-2.71,0.15,1.11,3.63,0.66,0.11,1.35,2.35,42.48,32.38,25.57,17.61,14.4,33.38,21.77,16.42,74,-349075,4.65,2.91,27.44,27.44,30.74,27.83,-69.36
223,1393,-29.7,0.41,1.1,4.99,0.95,0.22,1.17,2.17,46.11,26.42,14.53,16.9,12.7,26.87,18.26,-8.93,69.68,-21080,3.94,2.13,26.83,26.83,22.16,22.42,-423.89
224,1393,-37.29,0.62,0.9,16.97,1.19,0.33,0.83,1.83,54.58,34.18,29.44,27.49,23.07,39.15,30.05,-4.47,75.65,87429,4.88,2.08,25.92,25.92,39.22,35.11,239.94
226,1393,-12.44,0.33,0.79,6.68,0.81,0.12,0.83,1.83,54.75,38.22,36.06,34.14,26.55,48.8,35.28,1.12,96.42,-188298,2.33,2.24,22.48,22.48,35.59,41.42,-511.3
228,1393,-26.35,0.48,1.15,14.07,0.86,0.3,1.78,2.78,35.98,19.67,13.5,28.95,24.44,58.58,33.88,4.57,91.3,-62329,6.17,1.53,8.98,8.98,17.9,35.96,826.84
229,1393,-32.64,0.26,0.63,3.48,0.78,0.26,1.28,2.28,43.8,34.69,29.76,26.53,16.26,32.14,21.06,-9.7,97.28,-278333,4.93,1.4,33.51,33.51,29.56,35.06,-422.05
230,1393,-20.24,0.12,5.56,12.92,0.72,0.35,7.86,8.86,11.29,20.06,5.31,0.75,0.72,3.96,1.27,-1.55,93.27,-240595,11.49,1.51,8.35,8.35,6.89,8.5,-4
232,1393,-12.37,0.33,0.79,14.24,1.84,0.46,0.43,1.43,69.73,45.31,39.22,40.12,54.92,75.36,67.98,1.89,94,192339,5.56,2.63,4.97,4.97,39.71,44.78,206.27
233,1393,-14.07,0.07,0.89,19.95,1.35,0.35,1.07,2.07,48.31,35.82,28.34,27.07,30.15,62.25,41.27,18.67,88.42,149928,7.44,1.69,12.73,12.73,32.05,33.66,182.05
235,1393,-6.65,-0.5,0.4,5.37,1.21,0.61,1.06,2.06,48.57,36.77,29.24,25.78,26.29,49.76,38.03,8.86,91.77,92758,6.88,1.62,23.27,23.27,33.13,33.05,150.16
239,1393,-10.32,-0.03,1.51,6.62,1.27,0.54,1.93,2.93,34.09,26.2,20.37,17.31,8.56,23.73,11.9,-9.57,49.13,232092,5.19,1.24,29.38,29.38,24.34,22.7,154.33
241,1393,227.13,2.44,0.67,11,0.97,0.43,0.86,1.86,53.9,21.88,17.52,18.5,23.55,42.04,30.9,32.15,92.67,-10785,4.52,2.81,24.97,24.97,13.94,23.13,796.35
242,1393,-37.76,0.74,0.69,3.28,1.45,0.49,0.51,1.51,66.43,20.28,14.82,26.03,15.88,23.47,19.23,12.91,83.31,218999,5.46,1.43,59.75,59.75,11.8,31.44,136.91
250,1393,10.6,1.2,0.99,41.11,2.31,1.74,0.3,1.3,77.04,67.87,61.51,56.82,54.49,76.82,58.29,26.07,96.23,169617,6.36,1.56,7.48,7.48,43.26,70.15,170.81
254,1393,3.55,-0.08,0.26,13.82,0.76,0.23,2.54,3.54,28.22,6.12,4.13,1.13,2.84,9.33,4.79,-5.92,98.75,-137536,2.04,4.3,7.51,7.51,6.46,4.27,-18.81
255,1393,-26.09,1.55,2.35,3.25,0.91,0.46,1.98,2.98,33.53,23.14,11.36,1.18,0.97,2.72,1.42,51.5,89.7,-98596,12.38,1.52,34.28,34.28,24.67,13.22,-13.14
258,1393,-35.73,-0.01,0.95,2.15,2.52,0.99,0.24,1.24,80.36,41.67,36.97,29.76,22.43,28.19,24.09,11.72,100,502122,4.7,1.49,70.56,70.56,35.58,39.38,80.89
259,1393,2.15,-0.11,0.65,6.49,1.45,0.49,1.41,2.41,41.46,5.99,6.06,4.17,6.94,15.78,8.61,-10.43,94.23,550649,1.83,2.08,13.46,13.46,16.02,7.24,24.38
264,1393,110.94,-0.04,0.1,13.92,1.77,0.53,0.63,1.63,61.51,7.69,6.87,5.83,9.55,16.75,16.02,0.46,100,430799,1.67,2.56,16.89,16.89,6.8,7.83,35.38
268,1393,47.54,0.94,0,0.87,1.55,0.46,0.89,1.89,52.87,13.77,7.49,2.12,2.47,7.06,2.05,10.5,49.71,154844,3.3,2.35,4.99,4.99,14.48,8.11,23.99
269,1393,-31.19,1.74,0.83,10.79,1.08,0.6,4.47,5.47,18.29,6.75,4.97,2.2,2.74,15.66,3.07,30.53,97.1,352436,1.69,1.34,7.29,7.29,8.05,7.78,74.74
271,1393,-23.47,1.29,0.77,3.59,1.93,0.98,0.48,1.48,67.7,41.83,35.74,36.04,14.37,18.9,17.9,-28.35,93.83,1605860,4.44,0.7,85.86,85.86,12.36,38.58,42.05
272,1393,57.58,0.45,0,5.75,1.02,0.27,12.14,13.14,7.61,16.91,12.66,5.94,7.74,103.21,13.41,18.86,64.04,153503,4.15,2.04,4.72,4.72,12.7,11.57,-1028.03
273,1393,-50.82,1.25,0,7.06,2.66,1.05,0.44,1.44,69.3,12.18,14.11,-0.08,-0.06,-0.08,-0.08,-13.3,88.98,225943,10.43,0.97,91.44,91.44,3.53,19,-0.12
274,1393,-35.65,1.39,0.96,10.13,1.75,0.67,0.77,1.77,56.41,9.15,8.01,10.04,9.67,14.55,12.12,-15.92,92.06,123406,5.65,1.29,32.31,32.31,5.45,12.82,24.82
275,1393,-39.01,1.12,0,1.67,1.28,0.81,0.68,1.68,59.49,11.2,3.79,3.8,6.47,13.08,7.66,252.78,86.1,6685,4.34,2.95,27.52,27.52,0.61,3.8,73.63
278,1393,-30.1,1.8,0,5.69,3.38,2.19,0.38,1.38,72.46,29.01,-2.09,1.69,0.66,0.9,0.88,43.51,96.27,118239,29.92,0.43,222.81,222.81,-40.25,1.69,1.02
289,1393,-37.13,-0.16,0.26,2.69,2.09,0.87,0.46,1.46,68.43,30.66,25.81,18.33,16.84,25.42,23.43,-4.93,98.77,479217,5.63,1.39,39.04,39.04,25.97,26.62,51.03
292,1393,-4.57,0.47,0.88,34.41,3.45,1.79,0.33,1.33,75.27,40.21,34.44,34.73,40.62,55.51,49.13,16.6,95.83,105258,6.52,1.32,20.4,20.4,32.29,41.85,72.38
308,1393,-12.8,1.26,0.33,3.35,1.46,0.64,1.78,2.78,35.97,22.45,16.99,9.2,8.35,22.06,11.32,-6.64,91.12,401503,6.81,1.01,18.65,18.65,17.41,18.12,28.79
309,1393,-12.01,0.04,0.26,16.44,1.6,0.4,1.37,2.37,42.11,35.59,20.35,10.2,6.57,15.22,10.78,-1.13,95.95,120345,16.84,0.7,32.93,32.93,31.98,21.74,18.4
311,1393,92.45,1.69,0,7.9,1.15,0.37,0.55,1.55,64.47,22.62,14.46,11.26,7.52,18.94,7.19,145.97,84.11,85919,6.53,1.5,171.84,171.84,-29.92,17.24,148.32
312,1393,47.37,1.44,0.79,49.1,1.34,0.92,1.25,2.25,44.52,17.43,9.5,13.62,18.43,49.05,29.16,14.44,97.88,1118489,6.9,1.91,10.71,10.71,1.83,17.69,115.31
313,1393,152.48,0.42,0.85,5.63,1.99,0.66,0.67,1.67,59.91,35.86,18.23,12.05,10.12,18.67,9.5,50.26,81.89,79902,15.76,1,18.64,18.64,0.32,18.34,24.98
322,1393,-29.53,0.05,0.39,4.75,1.33,0.53,2.48,3.48,28.76,15.7,7.03,11.7,10.12,34.63,19.02,13.35,89.19,459003,9.27,0.91,9.06,9.06,0.58,14.85,43.76
324,1393,-5.45,0.25,0.91,5.93,1.19,0.36,2.84,3.84,26.02,19.26,6.85,1.99,2.29,9.66,3.06,2.52,73,460347,12.15,2.02,12.03,12.03,19.36,13.5,79.42
329,1393,55.37,1.25,0.49,2.59,1.15,0.83,2.28,3.28,30.46,37.58,32.96,27.48,10.36,34.41,14.79,46.27,97.39,1145457,8.84,0.5,34.25,34.25,0.12,44.01,117.7
330,1393,-62.4,0.55,0.79,3.35,3.2,0.81,1.41,2.41,41.51,24.43,26.43,27.17,14.26,36.3,19.84,6.4,44.44,668641,8.01,0.65,37.91,37.91,36.44,32.58,36.87
332,1393,-14.54,0.72,0.1,7.14,2.88,0.71,0.62,1.62,61.64,32.62,28.34,22.48,13.39,22.13,16.45,28.58,81.4,619019,7.14,0.65,40.86,40.86,23.04,32.03,23.49
338,1393,-27.82,1.61,0,6.27,1.31,0.87,3.06,4.06,24.64,16.65,5.25,-10.42,-6.67,-23.94,-8.19,-2.92,82.69,397192,7.87,0.81,43.23,43.23,1.23,6.14,-19.67
340,1393,90.17,0.2,0.56,2.31,1.1,0.71,4.98,5.98,16.72,14.64,7.87,4.46,4.11,24.56,6.98,15.65,97.63,168836,7.02,0.96,3.08,3.08,5.25,14.72,49.28
351,1393,20.19,2.04,0.03,8.35,0.9,0.62,5.81,6.81,14.68,14.89,9.36,3.58,6.13,58.83,12.84,96.95,89.29,-7616157,6.17,2.56,7.18,7.18,14.69,10.41,-58.2
354,1393,38.04,2.28,0,7.27,0.48,0.35,6.18,7.18,13.92,17.68,9.91,0.21,0.2,1.42,0.42,88.35,93.44,-30633727,7.26,2.43,24.97,24.97,4.21,12.1,-0.46
356,1393,15.33,2.19,0,8.26,1.51,0.73,2.18,3.18,31.41,12.32,0.78,0.11,0.1,0.29,0.13,-23.21,81.78,2274420,9.29,0.99,35.84,35.84,-18.18,7.28,0.38
357,1393,47.62,4.01,0,12.25,0.48,0.32,-365.33,-364.33,-0.27,-0.17,-16.35,-41.77,-23.6,-205.14,-50.58,-1.38,93.67,-7328075,8.7,1.3,77.13,77.13,27.51,-14.63,69.38
358,1393,41.92,1.09,0.61,3.3,1.18,0.11,3.01,4.01,24.95,12.4,6.09,3.35,5.36,19.47,10.62,33.17,93.75,134185,7.74,1.71,13.74,13.74,-0.04,6.14,35.84
360,1393,-19.76,0.09,0.1,15.07,2.1,0.88,0.74,1.74,57.42,24.95,-0.84,29.73,14.8,30.04,17.39,-22.07,95.46,111131,13.21,0.6,69.77,69.77,-43.06,43.59,41.51
362,1393,1.47,1.14,0.67,3.53,1.46,0.65,1.15,2.15,46.53,13.29,5.66,4.27,9.93,23.24,14.07,95.18,91.15,584152,7.45,2.88,9.57,9.57,3.11,6.05,49.46
363,1393,36.35,0.89,0.14,7.02,3.24,2.01,2.15,3.15,31.78,16.14,6.6,2.67,1.88,6.56,2.4,27.63,38.15,700541,7.65,0.8,37.11,37.11,7.81,9.98,3.92
364,1393,72.81,1.27,0,8.03,0.87,0.16,26.81,27.81,3.6,3.69,0.45,0.13,0.75,6.72,2.69,117.64,84.54,-73920,2.18,7.27,4.26,4.26,1.8,0.66,-12.42
365,1393,8.54,1.16,0,13.34,1.16,0.59,2.63,3.63,27.52,10.32,-6.22,-4.97,-4.33,-29.8,-8.46,36.17,83.36,40364,12.85,1.1,62.52,62.52,-8.16,-3.39,570.35
366,1393,165.05,1.06,0,2.29,1.1,0.61,-4.38,-3.38,-29.55,15.09,4.63,2.57,4.11,0,6.27,249.89,52.86,28793,9.16,1.71,9.24,9.24,-1.68,4.82,44.78
367,1393,135.94,1.71,0.33,13.92,2.02,1.04,0.77,1.77,56.45,18.79,14.23,12.48,24.87,54.84,37.86,43.39,94.36,384698,4.78,2.25,8.19,8.19,10.76,16.12,84.15
368,1393,296.43,5.06,0.97,5.37,2.27,1.33,0.81,1.81,55.27,15.47,8.8,5.35,5.68,11.12,6.98,46.58,84.77,186722,6.68,1.24,24.11,24.11,14.15,8.96,13.28
369,1393,151.03,1.46,0,1.99,1.1,0.58,1.69,2.69,37.23,6.24,0.48,-3.15,-6.01,-19.09,-6.89,48.08,87.64,34141,5.99,2.29,11.33,11.33,0.14,0.5,-73.38
370,1393,71.3,1.72,0.11,1.97,2.14,1.42,0.63,1.63,61.37,34.58,26.99,25.42,30.65,56.08,37.23,79.79,85.92,142568,8.35,1.53,20.73,20.73,10.63,32.13,91.77
371,1393,-12.62,1.73,0,0.39,1.35,0.74,5.18,6.18,16.18,6.1,5.76,2.34,2.79,22.12,6.06,65.72,83.77,199419,5.68,1.18,35.18,35.18,-1.19,6.79,12.93
372,1393,34.97,1.27,0.48,1.71,1.28,0.42,1.91,2.91,34.31,13.45,6.97,3.46,6.6,19.49,10.21,23.59,91.22,175992,5.97,2.37,11.16,11.16,10.67,7.06,38.38
373,1393,33.33,2.03,0,3,0.92,0.62,-13.94,-12.94,-7.73,-1.01,-4.25,-5.11,-10.78,0,-36.16,37.89,84.75,-76189,3.23,2.26,5.14,5.14,1.45,-2.47,476.46
374,1393,1.1,1.54,0.1,2.67,1.54,0.67,2.21,3.21,31.17,7.95,4.18,1.75,3.31,11.93,5.1,68.91,86.25,394509,3.08,1.91,14.62,14.62,-2.99,4.84,10.72
375,1393,-37.66,1.43,0.11,3.2,1.35,0.33,3.26,4.26,23.47,5.57,1.14,1.05,3.61,15.57,7.48,54.95,80.6,170718,2.06,3.89,5.65,5.65,0.13,1.26,20.23
376,1393,9.38,1.37,0,6.4,0.82,0.5,7.85,8.85,11.3,8,3.53,1.81,3.92,31.36,9.02,100,93.83,-446292,3.74,3.01,9.06,9.06,2.55,4.66,-24.38
377,1393,0,0.51,0.74,0.63,1.38,0.33,1.26,2.26,44.2,11.27,6.25,2.22,2.37,5.59,3.02,59.33,91.18,204867,5.72,1.36,41.18,41.18,11.23,9.74,12.15
382,1393,-31.56,-0.04,0.61,0.21,1.18,0.22,2.93,3.93,25.45,14.41,10.17,8.82,15.45,57.96,33.47,57.2,83.47,249730,3.92,2.05,2.97,2.97,9.82,10.24,259.99
383,1393,-29.22,1.86,0.1,10.2,1.55,1.07,0.83,1.83,54.01,13.19,7.57,8.13,12.41,21.37,14.24,107.51,96.05,46980,5.62,2.04,20.41,20.41,3,12.2,47.66
427,1393,-0.17,0.01,0.68,14.2,1.71,0.46,0.77,1.77,56.46,36.41,26.1,24.89,28.48,47.07,35.69,1.02,80.38,75860,9.7,1.95,14.05,14.05,21.39,29.34,98.89
435,1393,-21.69,0.69,0.31,6.22,1.07,0.5,0.71,1.71,58.49,37.8,29.34,23.74,10.98,17.78,13.5,10.25,91.47,2956898,7.7,1.05,73.27,73.27,23.35,32.07,245.97
436,1393,-32.97,0.61,0.95,4,1.01,0.4,1.14,2.14,46.72,31.99,28.19,23.3,14.45,30.5,17.3,4.85,92.81,830942,6.06,1.13,49.02,49.02,25.2,34.07,499.17
441,1393,-12.8,-0.01,0.55,2.22,1.07,0.35,0.77,1.77,56.56,19.41,17.37,14.12,11.91,21.52,16.16,11.77,97.25,511565,1.23,1.71,32.14,32.14,13.33,18.71,258.55
442,1393,-46.08,0.12,1,2.3,0.92,0.29,1.68,2.68,37.31,27.76,23.19,19.14,18.23,40.18,31.42,-12.92,95.86,-2630067,5.77,1.56,16.61,16.61,16.01,26.07,194.1
443,1393,-48.95,3.84,0.1,5.5,0.44,0.1,6.5,7.5,13.33,2.56,1.18,0.48,1.62,5.79,4.56,-20.81,74.91,-8571188,0.94,13.07,2.19,2.19,6.5,1.48,-10.09
444,1393,-66.27,9.69,0.86,32.16,1.7,1.1,0.72,1.72,58.05,2.01,1.22,2.23,11.53,20.09,22.78,-17.75,96.06,14044166,0.8,8.88,3.31,3.31,0.32,2.51,35.28
445,1393,6.39,0.76,0.99,40.8,1.53,1.27,0.97,1.97,50.76,43.34,31.62,40.57,34.55,57.44,57.56,5.87,98.79,3013085,14.1,1.22,8.93,8.93,28.18,44.04,88.25
