CompanyId,PersianYear,Return,Beta,DPR,Cash to total assets ratio,Current ratio,Quick Ratio,Debt to equity ratio,Equity Ratio,DuPont Ratio,Gross profit margin,Operating profit margin,Net profit margin,Return on assets,Return on equity,Return on investment,Sales growth rate,Current debt to total debt Ratio,Net working capital,Cost to sales ratio,Sale to current assets,Capital to sales ratio,Operating cash flow to sales,Cash flow returns to sales,Profit margin before interest and taxes,Net return on working capital
139,1398,571.37,1.25,0.1,8.85,2.2,1.82,0.65,1.65,60.51,24.6,18.39,47.11,35.04,65.15,35.43,9.88,98.7,1702362,5.53,0.74,23.48,23.48,-30.18,61.7,92.45
141,1398,771.81,1.21,0.27,9.25,1.65,1.29,0.74,1.74,57.53,52.29,47.8,35.43,26.79,56.95,29.91,87.56,77.58,412482,4.82,1.32,66.79,66.79,42.45,48,183.29
143,1398,644.92,1.05,0.98,1.2,4.58,3.72,0.34,1.34,74.48,49.19,41.42,119.36,74.9,115.22,67.37,69.98,76.99,4096999,7.78,0.55,18.1,18.1,1.62,131.92,122.49
144,1398,1173.21,1.12,0.95,2.65,2.25,1.76,0.73,1.73,57.7,45.74,39.98,54.43,58.52,127.49,58.93,121.37,96.39,4225336,5.28,0.94,8.4,8.4,-10.3,65.64,165.21
145,1398,659.56,1.02,0.26,3.62,1.92,1.3,0.8,1.8,55.62,55.13,49.69,34.71,30.35,56.85,30.9,78.83,92.34,1897802,5.46,0.93,36.57,36.57,12.37,50.8,90.66
146,1398,103.47,0.92,0.5,5.48,1.43,0.86,1.43,2.43,41.07,54.17,46.26,29.14,20.09,50.26,20.99,32.35,67.43,1005384,9.26,1.03,23.24,23.24,25,46.4,215.66
147,1398,520.55,0.95,0.9,1.89,1.69,1.25,1.01,2.01,49.66,48.76,46.61,33.67,25.9,53.44,27.19,51.42,99.5,3775312,1.81,0.8,25.11,25.11,10.63,51.89,80.28
150,1398,187.53,0.76,0.79,23.3,5.12,4.1,0.23,1.23,81.21,62.06,57.82,49.04,51.4,62.79,51.89,63.3,72.7,1226087,5.44,1.31,35.21,35.21,46.95,59.55,99.9
151,1398,889.92,1.2,0.95,4.5,1.78,1.05,1.19,2.19,45.64,51.36,47.42,35.75,46.25,111.85,47.21,78.45,99.1,3158628,4.07,1.08,5.77,5.77,7.09,48.08,124.54
152,1398,879.32,1.19,0,1.37,1.58,1.1,3.9,4.9,20.4,36.26,28.79,5.15,2.81,15.45,3.79,69.63,49.4,1462085,7.38,0.88,71.36,71.36,38,29.25,76.92
155,1398,629.9,0.96,0.97,2.68,1.39,0.96,1.73,2.73,36.69,46.28,43.6,27.41,28.36,86.05,31.4,63.6,93.91,2009848,2.82,1.11,9.36,9.36,9.7,42.53,156.78
156,1398,658.79,1.38,0.98,19.23,1.72,0.98,1.14,2.14,46.63,44.45,41.83,31.51,31.34,77.25,46.85,70.06,93.81,1371634,6.43,1.09,14.07,14.07,40.6,39.95,104.97
157,1398,867.84,1.06,1.1,1.39,1.31,0.62,2.31,3.31,30.2,38.86,36.19,16.31,14.93,51.73,21.47,50.33,96.35,436350,4.1,0.95,14.68,14.68,23.28,29.18,71.74
159,1398,431.95,0.93,0.1,1.11,1.05,0.44,2.72,3.72,26.85,40.9,30.94,9.03,3.91,12.73,6.66,84.86,98.2,131905,9.66,0.45,61.17,61.17,-61.93,31.38,50.4
168,1398,201.28,1.08,1.57,4.76,1.62,0.8,1.77,2.77,36.12,22.02,10,16.01,22.12,50.12,32.05,11.31,65.87,591887,4.66,1.93,8.37,8.37,15.32,19.75,80.31
169,1398,295.94,1.01,0.96,7.43,1.83,1.05,0.58,1.58,63.48,20.09,17.72,13.26,29.01,48.48,36.44,53.76,91.28,382815,2.57,3.13,17.96,17.96,7.48,17.71,117.89
175,1398,445.93,1.09,0.69,29.02,1.26,0.43,1.98,2.98,33.52,21.28,18,15.11,30.7,101,65.81,75.08,96.57,588852,3.23,2.01,5.01,5.01,19.35,19.61,205.78
178,1398,322.44,1.31,1.29,10.2,1.3,0.53,1.5,2.5,39.98,16.48,12.65,10.13,14.04,36.57,23.27,39.69,85.39,2000768,3.39,1.94,14.98,14.98,6.51,14.06,124.24
179,1398,390.94,1.12,0.79,13.4,1.64,0.66,1.32,2.32,43.17,25.5,21.43,16.16,23.18,56.47,26.19,61.85,90.57,1073134,4.15,1.38,15.83,15.83,8.74,22.42,73.94
182,1398,531.93,1.29,0.81,10.23,3.15,1.49,0.29,1.29,77.79,43.53,35.61,38.72,46.24,67.54,52.21,144.05,94.07,-590487,5.93,1.62,24.97,24.97,17.7,39.29,-143.42
186,1398,524.52,1,0,1.04,0.87,0.66,3.35,4.35,23,9.98,1.24,0.73,1.82,6.94,4.55,19.58,87.65,-210769,8.16,3.59,17.88,17.88,0.25,1.27,-12.35
187,1398,155.64,0.86,0.1,4.7,2.13,0.73,0.82,1.82,54.97,26.63,22.33,22.37,42.49,68.13,53.9,30.86,98.76,156086,4.74,1.67,10.39,10.39,3.21,25.05,72.85
192,1398,484.68,0.75,0.78,16.96,1.2,0.64,2.73,3.73,26.83,31.26,23.66,19.01,23.26,75.04,41.12,56.88,92.78,148277,8.18,1.2,13.81,13.81,0.73,24.77,172.76
193,1398,857,1.1,1.35,2.45,0.47,0.13,2.92,3.92,25.52,35.46,28.72,22.21,11.09,35.5,13.74,33.1,55.71,-781619,5.84,1.96,32.7,32.7,59.62,27.23,-71.6
196,1398,674.96,0.77,0,2.95,1.46,0.9,3.12,4.12,24.29,11.09,3.25,1.55,2.31,8.79,3.75,48.84,78.97,163570,8.73,1.55,28.43,28.43,13.4,5.28,7.36
200,1398,309.34,1.25,0.9,8.98,1.59,0.59,1.21,2.21,45.31,35.94,30.81,24.41,28.99,57.83,47.09,48.72,93.26,921185,5.71,1.28,11.73,11.73,14.7,31.41,89.73
201,1398,703.03,1.13,0.27,27.05,1.83,0.58,0.52,1.52,65.89,45.05,39.51,37.73,32.05,46.86,31.66,151.4,92.8,869011,5.54,1.21,51.63,51.63,38,44.85,138.75
202,1398,636.52,1.05,0,4.15,2.79,1.66,0.34,1.34,74.51,49.76,47.01,46.22,38.02,51.9,37.54,118.69,86.45,743950,2.75,1.11,45.07,45.07,9.93,47.19,111.33
204,1398,1141.26,1.29,0.29,41.47,3.06,1.89,0.56,1.56,64.11,41.27,35.41,34.63,43.5,75.14,46.46,55.37,71.19,814562,5.52,1.29,28.81,28.81,33.11,40.33,88.31
208,1398,462.86,0.79,1.04,0.24,1.4,0.76,1.65,2.65,37.74,13.77,5.9,12.07,10.71,25.43,15.41,14.06,78.74,184388,10.8,1.14,33.72,33.72,6.75,13.07,58.04
209,1398,1005.26,0.78,0.68,4.17,1.11,0.32,1.92,2.92,34.28,24.04,19.41,14.4,25.69,64.06,43.74,36.04,99.62,70762,6.18,1.92,9.2,9.2,22.67,21.51,165.36
210,1398,1725.44,0.79,0,3.68,1.73,0.45,3.16,4.16,24.06,8.06,6.74,6.84,2.35,33.42,2.06,377.99,18.73,385056,4.72,1.08,148.18,148.18,7.3,10.61,-10.46
211,1398,454.53,1.16,1.23,4.42,1.46,0.81,1.97,2.97,33.66,20.34,18.34,12.43,11.59,32.92,19.6,25.35,93.44,667395,4.77,0.95,19.82,19.82,-45.58,18.42,40.62
212,1398,492.36,1.09,0.7,16.54,1.47,0.61,1.1,2.1,47.71,28.5,22.68,21.98,26.32,52.59,36.59,48.36,78.92,548238,6.04,1.65,18.69,18.69,24.79,26.61,136.07
213,1398,334.29,1.1,0.11,3.52,1.06,0.61,1.23,2.23,44.93,32.35,27.17,20.37,19.42,48.19,25.15,69.12,88.21,36205,5.18,1.57,30.66,30.66,14.91,28.19,-1009.71
215,1398,869.2,1.32,0,3.63,0.81,0.49,1.63,2.63,38.09,25.44,15.67,9.91,5,12.36,6.41,49.95,81.21,-1008040,4.71,1.11,35.6,35.6,12.8,22.88,-43.72
218,1398,307.62,1.17,0.83,5.59,1.29,0.56,0.94,1.94,51.48,31.25,17.57,13.64,13.21,32.2,17.62,55.67,72.41,304884,11.06,2,40.29,40.29,10.95,18.94,-336.73
223,1398,269.66,0.96,1.1,19.15,1.76,0.94,0.76,1.76,56.94,30.94,27.52,23.35,23.77,44.34,30.57,62.82,89.17,509960,3.95,1.34,31.7,31.7,20.43,29.4,102.95
224,1398,289.89,1.07,1.32,16.76,1.83,0.63,0.56,1.56,64.14,39.65,24.92,24.88,24.71,41.73,28.76,39.31,88.8,474495,14.63,1.59,29.96,29.96,16.95,30.24,137.14
226,1398,411.02,1.19,1.12,30.48,3.81,1.9,0.27,1.27,78.65,41.8,40.86,40.71,41.22,56.38,43.76,32.37,87.61,1277060,2.8,1.3,31.09,31.09,40.65,43.91,100.63
228,1398,212.5,0.8,0.89,38.74,1.44,0.7,0.98,1.98,50.51,37.72,32.81,35.69,31.4,72.58,46.82,61.25,95.24,278817,5.21,1.24,22.15,22.15,24.05,45.07,220.41
229,1398,529.62,1.16,1,4.25,1.55,0.71,0.62,1.62,61.58,41.98,26.95,21.18,21.59,40.34,27.22,94.92,91.72,462043,15.66,1.88,33.01,33.01,23.4,28.24,206.43
230,1398,296.7,1.28,0,1.54,0.56,0.36,4.09,5.09,19.65,19.15,5.71,6.58,4.49,23.94,10.85,47.73,83.68,-647709,13.43,1.71,46.26,46.26,15.27,11.34,-16.26
232,1398,335.7,1.06,1.22,10.4,1.61,0.86,0.64,1.64,61.05,45.89,28.01,40.63,41.05,76.36,50.97,36.31,94.51,385401,19.06,1.53,3.53,3.53,16.43,49.09,356.6
233,1398,349.68,0.84,1.11,38.29,1.63,0.93,0.92,1.92,51.97,38.95,31.22,31.05,36.18,80.35,60.82,38.96,94.48,417885,7.73,1.45,7.99,7.99,28.44,37.31,188.31
235,1398,832.09,0.8,0.35,11.52,1.01,0.51,1.28,2.28,43.86,33.47,11.17,13.41,14.17,37.42,25.06,40.88,83.54,5799,21.65,2.28,12.64,12.64,14.87,18.28,-211.94
238,1398,7.06,-0.26,0,24.91,3.71,1.83,0.43,1.43,70.07,49.97,43.98,38.63,49.01,78.18,57.02,77,74.34,2031251,8.26,1.41,16.59,16.59,25.92,47.61,95.84
239,1398,277.29,0.99,0.9,25.08,1.73,1.23,1.29,2.29,43.61,43.18,36.51,34.73,28.3,76.46,35.83,66.6,74.14,853105,4.46,1.12,17.22,17.22,26.91,45.19,168.62
241,1398,1129.73,0.27,1.16,28,1.26,0.86,1.11,2.11,47.41,33.94,27.71,27.14,23.42,56.53,42.38,54.54,90.91,176968,5.6,1.37,20.04,20.04,18.11,33.54,986.19
242,1398,459.59,1.09,0.62,29.84,2.78,1.31,0.37,1.37,73.12,35.49,32.97,30.69,21.04,27.61,22.39,39.29,78.67,1014819,5.66,1.04,54.47,54.47,19.06,40.72,54.37
250,1398,314.09,0.96,1.04,46.72,0.81,0.6,0.94,1.94,51.63,77.87,80.27,80.39,47.86,85.4,43.48,88.97,43.59,-197996,4.39,2.55,23.9,23.9,89.63,93.23,112601.61
254,1398,482.88,0.37,0.92,13.32,1.26,0.21,1.67,2.67,37.51,12.78,11.34,10.14,33.35,110.97,65.82,67.83,98.91,386611,1.51,3.4,2.23,2.23,6.61,12.73,2667.77
255,1398,342.9,1.09,0,23.62,0.75,0.61,5,6,16.67,27.65,18.61,6.71,4.08,23.86,4.93,-3.83,96.94,-672189,16.18,0.99,25.2,25.2,3.57,27.14,-19.49
258,1398,160.79,0.96,0.7,14.79,2.06,0.85,0.49,1.49,67.3,32.46,25.24,23.93,25.05,37,27.3,43.92,99.02,920307,9.21,1.45,33.68,33.68,23.27,30.82,75.97
259,1398,380.08,0.99,0,8.17,1.95,0.56,0.98,1.98,50.4,11.33,11.18,10.54,27.31,57.23,32.01,37.21,90.71,1754112,1.56,2.81,6.44,6.44,-15.58,13.1,77.26
264,1398,211.35,0.91,0.76,18.9,1.68,0.9,1.28,2.28,43.9,20.76,19.21,15.16,25.54,52.54,27.82,35.64,99.05,3368101,1.92,1.43,7.18,7.18,-19.55,19.72,61.72
268,1398,370.6,1.17,0.1,14.37,1.48,0.37,1.09,2.09,47.95,19.66,15.96,8.89,15.56,32.44,18.67,60.96,87.97,545150,1.35,2.24,17.99,17.99,4.39,16.23,88.59
269,1398,229.66,1.06,NULL,9.98,1.43,0.45,1.87,2.87,34.9,24.57,24.82,21.32,29.7,89.36,46.76,33.87,97.31,3356061,1.53,1.2,8.43,8.43,11.16,26.22,118.25
271,1398,135.81,1.33,1.27,0.64,4.66,2.33,0.25,1.25,80.07,49.06,63.94,65.58,37.95,48.67,38.64,35.8,88.8,8895757,6.08,0.63,27.83,27.83,14.03,69.86,63.11
272,1398,164.13,1.19,0.14,6.44,1.35,0.3,1.34,2.34,42.81,22.13,18.15,14.04,19.86,48.14,28.08,37.05,87.51,5507097,1.63,1.79,13.54,13.54,4.27,17.43,165.96
273,1398,560.22,1.32,0.5,2.04,1.38,0.14,2.16,3.16,31.62,11.47,12.03,10.16,15.21,42.87,35.87,81.11,96.61,590940,2.45,1.31,11.5,11.5,7.73,12.58,55.43
274,1398,240.02,0.98,0.5,8.13,2.08,0.28,0.89,1.89,52.81,26.25,27.31,25.12,19.17,32.45,28.22,-6,94.59,915701,3.84,0.67,55.79,55.79,15.05,29.34,35.91
275,1398,1055.23,1.12,0,2.54,1.01,0.48,3.83,4.83,20.69,1.38,0.76,0.74,4.38,22.4,15.09,194.04,90.15,1699,1.5,7.97,5.11,5.11,-22.7,0.77,901.12
278,1398,608.28,1.26,0,25.88,1.29,0.74,1.66,2.66,37.61,16.5,1.94,0.68,0.13,0.29,0.28,-29.22,97.76,78149,37.98,0.21,340.65,340.65,-38.5,5.85,0.63
289,1398,356.35,0.88,0.98,11.59,4.21,1.08,0.3,1.3,76.87,35.33,31.49,27.17,31.73,41.1,32.32,54.35,83.17,1699658,5.04,1.27,31.9,31.9,12.32,32.42,53.74
292,1398,532.73,0.95,3.54,20.74,2.91,1.26,0.45,1.45,69.14,34.57,29.96,26.88,34.24,49.62,44.54,46.27,99.45,247727,5.61,1.29,24.71,24.71,26.32,31.8,59.06
308,1398,361.89,1.03,0.22,3.44,2.03,0.72,1.13,2.13,46.88,31.33,26.36,19,23.16,54.63,27.17,49.57,83.29,1099084,6.17,1.2,13.89,13.89,-8.95,26.78,57.08
309,1398,727.85,0.96,0.71,23.08,1.78,0.77,1.23,2.23,44.85,37.99,30.97,23.77,27.89,65.49,34.82,166.59,98.83,462565,7.38,0.99,20.97,20.97,21.29,32.86,70.28
311,1398,498.83,1.27,0,31.76,1.24,0.47,1.15,2.15,46.59,27.38,16.01,9.96,5.8,11.23,8.53,75.55,94.32,393869,10.06,0.8,104.81,104.81,37,18.39,53.97
312,1398,426.29,1.09,0.77,25.15,1.4,0.76,0.98,1.98,50.46,20.94,16.9,18.28,30.8,66.47,48.95,82.66,96.86,2819701,3.99,2.08,15.59,15.59,13.55,20.29,209.06
313,1398,666.93,0.96,0.46,20,1.48,0.46,1.75,2.75,36.4,38.02,24.45,24.21,16.81,45.64,30.6,64.7,92.85,192243,11.71,0.67,27.56,27.56,22.29,31.29,60.59
322,1398,378.76,0.8,0.34,10.26,1.43,0.57,2.23,3.23,30.96,22.21,16.46,14.92,15.29,49.05,28.03,25.19,89.15,1369249,6.09,0.97,3.42,3.42,11.76,19.5,59.17
324,1398,403.68,0.89,0.76,8.02,0.99,0.22,3.51,4.51,22.2,14.01,7.53,3.26,7.25,29.4,7.34,23.07,100,-57049,5.79,2.32,4.11,4.11,-10.38,8.24,5331.58
329,1398,302.46,1.33,3.3,1.51,1.42,0.83,2.03,3.03,33.04,27.24,59.2,44.4,15.91,50.51,22.93,97.41,96.17,7373966,6.4,0.35,42.98,42.98,-40.2,65.25,63.69
330,1398,475.4,1.08,0.41,7.88,1.88,0.93,1.25,2.25,44.45,32.07,26.33,25.04,24.73,61.49,38.66,109.51,86.22,1871636,5.84,0.98,12.7,12.7,21.3,32.23,66.31
332,1398,1543.21,0.33,0.29,15.91,2.64,1.11,0.65,1.65,60.5,54.51,50.92,41.61,38.75,70.45,42.65,105.61,90.6,2933090,3.66,0.78,27.19,27.19,14.44,53.55,72.57
338,1398,1840.54,1.03,0.1,4.72,1.65,0.92,3.2,4.2,23.84,33.07,18.65,14.15,11.17,47.88,13.13,113.23,68.55,1075801,9.53,0.78,28.41,28.41,7.78,25.26,30.61
340,1398,604.1,1.13,0,5.75,1.2,0.59,4.26,5.26,19.02,26.97,11.64,9.1,7.48,44.76,12.32,15.99,94.82,398863,14.36,0.88,7.74,7.74,-5.37,18.07,58.61
351,1398,302.05,1.08,0,8.78,0.62,0.48,2.52,3.52,28.37,-14.68,-20.42,-15.79,-13.27,-111.7,-17,63.13,83.78,-128257332,5.02,1.61,90.54,90.54,-4.45,-3.87,45.8
354,1398,183.18,1.09,0,9.03,0.32,0.24,3.18,4.18,23.9,6.48,5.94,-17.6,-7.38,-64.44,-13.05,68.78,94.68,-215548754,8.05,1.43,136.69,136.69,50.84,9.54,14.34
356,1398,274.39,1.34,0,9.86,1.04,0.52,4.63,5.63,17.77,11.05,6.45,3.69,5.34,28.69,17.52,156.87,94.36,711999,5.35,1.58,18.95,18.95,19.03,7.44,312.95
357,1398,191.93,1.2,0,1.57,0.83,0.71,-12.78,-11.78,-8.49,-5.12,-231.03,3.81,0.72,0,3.51,-71.53,90.33,-11209034,17.87,0.2,207.17,207.17,-64.38,62.17,-2.11
358,1398,274.48,1.09,0.5,14.35,2.09,0.37,0.91,1.91,52.37,9.07,6.24,4.8,5.92,13.24,9.48,65.15,92.36,1583371,5.59,1.2,39.19,39.19,4.85,6.36,14.72
360,1398,833.47,0.67,0.15,4.82,1.54,0.39,1.47,2.47,40.43,29.36,21.47,16.04,26.16,66.27,31.17,74.04,99.25,164163,7.89,1.37,13.75,13.75,-1.58,21.98,83.21
362,1398,718.56,0.95,0,3.03,1.59,0.84,2.41,3.41,29.34,16.03,3.86,5.88,11.4,36,17.58,47.74,69.95,1432898,5.85,2.08,12.67,12.67,-4.12,7.11,50.46
363,1398,376.91,0.98,0.13,6.55,1.28,0.74,1.98,2.98,33.56,11.95,15.62,0.55,0.28,0.72,0.39,-14.8,75.2,450376,13.16,0.69,66.95,66.95,14.31,15.79,1.6
364,1398,486.87,1.22,0,1.84,1.16,0.5,0.78,1.78,56.08,6.38,-0.11,-0.61,-0.99,-1.87,-1.45,11.58,73.85,98066,5,4.35,35.69,35.69,-1.95,-0.23,-160.26
365,1398,528.91,1.17,0,28.12,1.83,1.11,0.75,1.75,57.19,21.61,8.22,5.94,4.41,7.69,6,54.13,83.27,425369,9.49,1.01,84.44,84.44,14.92,9.47,17.83
366,1398,498.55,1.27,0,16.33,1.26,0.46,1.12,2.12,47.12,-1.45,-41.64,-28.68,-7.83,-15.29,-9.14,21.83,48.69,107926,9.61,0.79,303.85,303.85,-41.38,-23.68,-320.11
367,1398,2438.12,1.04,0,11.39,1.78,1.13,1.21,2.21,45.18,14.63,6.7,5.9,10.3,21.27,16.43,54.16,92.45,780448,4.95,1.66,10.12,10.12,0.28,6.97,21.18
368,1398,338.3,1.08,0.78,19.87,1.96,1.09,0.69,1.69,59.03,23.28,15.62,10.38,10.52,18.8,8.7,98.76,82.71,303628,8.45,1.12,67.55,67.55,-2.53,16.68,27.11
369,1398,627.27,1.04,0,4.39,1.06,0.72,6.57,7.57,13.21,8.16,2.79,0.04,0.13,0.79,0.31,83.36,85.48,69539,4.29,3.23,8.57,8.57,0.34,1.23,3.29
370,1398,435.45,1.22,0,5.48,2.52,2.04,0.44,1.44,69.63,41.69,33.69,39.98,30.23,42.43,30.1,90.07,96.96,549152,7.27,0.83,66.54,66.54,-10.16,48.47,75.21
371,1398,72,0.93,0.11,0.98,1.46,0.79,0.7,1.7,58.79,35.79,29.96,23.39,8.71,15.47,12.91,24.39,98.27,1121691,7.83,0.61,126.15,126.15,12.82,31.68,44.05
372,1398,988.93,0.47,0.49,15.72,1.84,0.99,1.36,2.36,42.31,10.81,8.01,8.49,15.18,44.39,20.92,49.68,83.36,1026152,8.79,1.8,13.97,13.97,-9.17,8.6,47.69
373,1398,236.14,1.26,0,13.89,1.45,0.92,1.26,2.26,44.27,1.84,-1.78,-2.63,-3.45,-11.48,-6.05,70.35,81,886942,3.52,2.05,45.25,45.25,-0.01,-1.45,-35.65
374,1398,366.38,1.1,0.71,9.17,1.32,0.8,4.11,5.11,19.55,12.04,3.54,0.18,0.25,1.31,0.43,59.7,92.07,825325,4.81,1.46,12.61,12.61,-6.95,3.68,1.11
375,1398,870.23,1.24,0,5.98,0.84,0.39,6.76,7.76,12.88,5.79,1.93,-0.29,-0.67,-4.25,-1.01,32.85,85.31,-226811,3.04,3.2,11.97,11.97,3.43,2.07,9.42
376,1398,334.96,1.11,0,3.53,0.65,0.45,120.54,121.54,0.82,5.79,-13.48,-15.5,-21.86,-182.92,-86.8,17.75,83.16,-1212861,6.72,2.78,30.08,30.08,-2.23,-12.87,117.28
377,1398,277.65,0.83,0.13,8.3,1.24,0.44,2.69,3.69,27.08,8.02,1.99,0.28,0.43,1.45,0.87,108.99,88.81,267190,6.69,1.73,17.82,17.82,5.13,2.5,2.65
382,1398,279.09,0.61,0.93,5.2,0.97,0.22,2.11,3.11,32.2,9.95,4.46,4.12,11.98,35.45,30.09,67.57,95.8,-64688,4.68,4.27,1.27,1.27,9.63,4.5,6948.88
383,1398,507.42,0.99,0.05,25.4,2.6,1.91,0.38,1.38,72.39,15.15,10.34,11.27,15.02,20.78,16.55,80.16,97.14,213982,7.28,1.71,34.76,34.76,4.6,13.17,37.85
427,1398,337.75,0.83,1.34,28.43,2.21,0.73,0.65,1.65,60.74,39.69,27.33,26.5,29.61,56.76,35.24,23.73,92.71,229912,14.95,1.25,18.96,18.96,21.28,30.08,88.39
435,1398,147.17,1.04,0.42,15,2.33,1.48,0.35,1.35,74.32,62.52,55.81,53.39,45.27,60.85,45.69,121.77,89.53,101408777,7.6,1.26,45.26,45.26,36.8,57.42,153.35
436,1398,127.19,1.16,0.45,6.2,2,0.78,0.57,1.57,63.82,42.41,38.98,37.8,30.51,46.61,30.98,67.22,95.22,200208987,3.05,0.98,53.39,53.39,23.11,46.93,92.06
441,1398,199.22,0.5,0.24,6.53,1.18,0.17,1.07,2.07,48.36,17.84,17.55,17.17,23.11,47.36,31.13,48.43,94.23,3341709,2.09,2.06,20.29,20.29,5.16,20.46,494.26
442,1398,82.53,1.11,0.3,8.77,1.29,0.46,1.03,2.03,49.15,25.52,23.41,21.08,27.33,54.83,41.89,40.02,96.08,19578557,4.51,1.82,12.03,12.03,21.95,24.46,185.83
443,1398,151.45,1.17,0.7,15.14,1.8,0.48,0.55,1.55,64.45,7.8,4.95,3.89,24.93,40.94,34.85,50.51,71.46,7860320,0.61,14.6,3.87,3.87,4.95,4.87,137.85
444,1398,63.5,1.05,0,32.64,1.36,0.81,0.73,1.73,57.93,6.32,3.18,3.29,18.48,29.28,26.09,77.82,92.51,25372201,0.84,9.12,5.89,5.89,7.81,3.66,95.39
445,1398,135.73,0.7,0.98,37.27,0.96,0.78,1.15,2.15,46.53,54.81,48.27,55.08,39.6,85.11,49.16,9.96,98.65,-884264,16.6,1.42,3.26,3.26,57.24,60.8,-3630.79
465,1398,326.5,1.16,0.38,19.19,1.4,1.05,1.55,2.55,39.28,9.42,6.28,6.65,22.35,57.67,33.97,76.68,97.47,3106395,2.02,3.48,6.3,6.3,-3.06,7.67,111.93
497,1398,333.25,1.06,1.31,57.69,4.99,3.53,0.24,1.24,80.87,49.93,36.97,44.88,45.12,60.55,44.88,43.51,78.85,1648669,16.66,1.19,20.37,20.37,42.9,45.4,87.74
559,1398,306.32,1.21,0.56,26.55,1.94,0.92,0.89,1.89,53.03,27.88,26.44,26.56,29.56,58.51,29.83,53.03,53.97,7139116,1.46,1.9,19.64,19.64,24.71,29.07,150.04
563,1398,397.97,1.23,0.91,4.18,2.15,1.47,0.83,1.83,54.71,52.33,47.8,32.53,32.09,58.47,35.18,48.46,82.04,1883151,4.59,1.09,26.77,26.77,26.62,48.66,80.8
589,1398,524.17,1.18,0.13,9.9,1.73,1.22,0.85,1.85,53.99,7.27,6.69,6.14,18.46,37.04,20.71,51.13,100,203149,0.69,3.49,7.97,7.97,-0.54,7.84,67.06
592,1398,57.01,1.05,0.9,32.71,3.09,2.55,0.39,1.39,71.81,54.66,38.25,37.66,62.73,77.08,81.11,5.67,93.3,27037760,21.24,1.95,3.08,3.08,45.51,37.67,94.28
598,1398,139.57,1.09,0.31,8.71,1.74,1.29,0.29,1.29,77.43,59.27,52.57,49.08,40.84,55.88,44.59,37.15,92.9,2962472,7.7,2.02,25.14,25.14,53.24,50.61,289.26
613,1398,85.27,0.71,0.62,3.24,3.06,2.17,0.3,1.3,76.68,42.19,38.34,42.79,75.01,96.53,83.18,46.18,95.16,34921269,4.61,2.3,6.69,6.69,39.43,43.25,158.14
674,1398,284.63,1.27,1.36,36.21,1.32,0.84,0.89,1.89,52.85,40.42,23.12,19.86,21.28,45.52,30.16,84.14,96.38,764145,18.72,1.65,12.55,12.55,46.85,23.6,368.26
736,1398,59.97,1.15,0.25,2.35,2.64,1.05,0.47,1.47,67.91,25.03,27.33,24.45,26.34,39.72,29.5,64.69,97.17,33162180,2.88,1.15,40.74,40.74,11.25,28.72,55.08
739,1398,100.21,1.14,0.71,53.33,1.15,0.71,3.62,4.62,21.66,5.11,-0.49,0.77,4.12,15.11,10.92,71.4,84.32,2663374,1.44,6.32,0.79,0.79,5.93,0.79,21.67
740,1398,686.74,1.01,0,10.63,0.13,0.1,16.51,17.51,5.71,29.13,21.98,16.57,15.13,360.14,65.52,210.65,87.17,-436211,7.15,7.74,16.79,16.79,37.87,22.95,-20.13
772,1398,209.86,1.2,0,22.61,1.89,1.37,0.47,1.47,67.85,57.35,48.61,59.39,48.77,71.28,58.56,87.57,96.43,3074756,7.29,1.17,38.36,38.36,52.63,61.77,220.06
777,1398,82.28,1.08,0.46,16.55,1.34,0.43,1.13,2.13,47.03,9.3,4.01,3.66,22.84,44.35,42.24,58.9,97.84,22939974,0.78,8.05,3.98,3.98,5.97,4.55,108.23
786,1398,544.6,0.67,0.42,4.98,1.69,0.23,1.25,2.25,44.47,29.14,28.76,23.33,28.68,65.71,43.48,78.62,97.93,295822,1.6,1.06,19.38,19.38,-6.41,29.49,79.37
792,1398,692.59,1,0.35,15.75,2.38,1.35,0.75,1.75,57.08,24.49,22.03,17.31,40.24,75.01,45.8,96.33,83.23,637383,2.39,2.24,6.08,6.08,10.64,22.27,90.97
813,1398,128.41,1.15,0.39,17.51,1.33,0.54,0.55,1.55,64.67,7.02,4.87,5.83,28.9,42.46,33.82,52.65,85.95,13782643,0.66,10.08,7.83,7.83,3.61,6.92,157.72
814,1398,707.89,1.14,0,7.29,2.22,1.48,0.67,1.67,59.93,23.78,15.3,11.81,13.89,23.46,19.37,19.79,83.68,138370,7.97,1.47,26.99,26.99,14.3,16.02,37.28
925,1398,163.75,1.3,0.14,15.87,1.85,1.44,0.59,1.59,62.77,24.4,22.23,28.01,25.59,41.47,30.44,21.58,99.54,616297,2.24,1.21,30.75,30.75,8.19,35.24,79.81
1212,1398,553.32,1.22,0.91,6.06,1.29,1.11,2.3,3.3,30.31,43.86,31.11,7.13,4.04,12.79,4.59,20.62,90.51,630541,6.58,0.65,46.25,46.25,-4.56,32.35,27.56
1422,1398,596.39,0.98,0,7.69,1.06,0.83,5.51,6.51,15.37,24.2,12.48,7,5.16,39.21,6.67,44.13,90,52977,13.5,0.94,19,19,14.86,20.54,209.1
1435,1398,566.95,1.2,0.9,3.54,1.65,1.21,1.91,2.91,34.33,45.13,37.39,20.93,16.84,56.38,18.45,71.48,80.73,1105968,6.61,0.77,27.75,27.75,-2.88,39.47,52.73
